County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year,County and State
Pershing,NV,32027,28.6,2012,"Pershing, NV"
Pershing,NV,32027,44.8,2013,"Pershing, NV"
Pershing,NV,32027,52.1,2014,"Pershing, NV"
Pershing,NV,32027,45.9,2015,"Pershing, NV"
Pershing,NV,32027,38.9,2016,"Pershing, NV"
PERSHING,NV,32027,31.5,2017,"PERSHING, NV"
PERSHING,NV,32027,24.3,2018,"PERSHING, NV"
PERSHING,NV,32027,14.9,2020,"PERSHING, NV"
Pershing ,NV,32027,12.1,2019,"Pershing , NV"
Storey,NV,32029,–,2006,"Storey, NV"
Storey,NV,32029,–,2007,"Storey, NV"
Storey,NV,32029,–,2008,"Storey, NV"
Storey,NV,32029,–,2009,"Storey, NV"
Storey,NV,32029,–,2010,"Storey, NV"
Storey,NV,32029,–,2011,"Storey, NV"
Storey,NV,32029,–,2012,"Storey, NV"
Storey,NV,32029,–,2013,"Storey, NV"
Storey,NV,32029,–,2014,"Storey, NV"
Storey,NV,32029,–,2015,"Storey, NV"
Storey,NV,32029,–,2016,"Storey, NV"
STOREY,NV,32029,29.9,2020,"STOREY, NV"
Storey ,NV,32029,34.3,2019,"Storey , NV"
Washoe,NV,32031,91.2,2006,"Washoe, NV"
Washoe,NV,32031,92.9,2007,"Washoe, NV"
Washoe,NV,32031,96.2,2008,"Washoe, NV"
Washoe,NV,32031,95.9,2009,"Washoe, NV"
Washoe,NV,32031,102.3,2010,"Washoe, NV"
Washoe,NV,32031,103.3,2011,"Washoe, NV"
Washoe,NV,32031,110.4,2012,"Washoe, NV"
Washoe,NV,32031,100.3,2013,"Washoe, NV"
Washoe,NV,32031,98,2014,"Washoe, NV"
Washoe,NV,32031,90.3,2015,"Washoe, NV"
Washoe,NV,32031,83.4,2016,"Washoe, NV"
WASHOE,NV,32031,73.4,2017,"WASHOE, NV"
WASHOE,NV,32031,56.9,2018,"WASHOE, NV"
WASHOE,NV,32031,53.5,2020,"WASHOE, NV"
Washoe ,NV,32031,55.9,2019,"Washoe , NV"
White Pine,NV,32033,130,2006,"White Pine, NV"
White Pine,NV,32033,121.4,2007,"White Pine, NV"
White Pine,NV,32033,132.9,2008,"White Pine, NV"
White Pine,NV,32033,143.8,2009,"White Pine, NV"
White Pine,NV,32033,140.1,2010,"White Pine, NV"
White Pine,NV,32033,149.1,2011,"White Pine, NV"
White Pine,NV,32033,175.6,2012,"White Pine, NV"
White Pine,NV,32033,130.6,2013,"White Pine, NV"
White Pine,NV,32033,115.4,2014,"White Pine, NV"
White Pine,NV,32033,109.5,2015,"White Pine, NV"
White Pine,NV,32033,101.3,2016,"White Pine, NV"
WHITE PINE,NV,32033,90.5,2017,"WHITE PINE, NV"
WHITE PINE,NV,32033,71.7,2018,"WHITE PINE, NV"
WHITE PINE,NV,32033,28.6,2020,"WHITE PINE, NV"
White Pine ,NV,32033,29.1,2019,"White Pine , NV"
Carson City,NV,32510,153.7,2006,"Carson City, NV"
Carson City,NV,32510,148.8,2007,"Carson City, NV"
Carson City,NV,32510,157.8,2008,"Carson City, NV"
Carson City,NV,32510,149.9,2009,"Carson City, NV"
Carson City,NV,32510,151.7,2010,"Carson City, NV"
Carson City,NV,32510,153,2011,"Carson City, NV"
Carson City,NV,32510,145.9,2012,"Carson City, NV"
Carson City,NV,32510,136.7,2013,"Carson City, NV"
Carson City,NV,32510,144.1,2014,"Carson City, NV"
Carson City,NV,32510,139.1,2015,"Carson City, NV"
Carson City,NV,32510,130.1,2016,"Carson City, NV"
CARSON CITY,NV,32510,115.4,2017,"CARSON CITY, NV"
CARSON CITY,NV,32510,91.8,2018,"CARSON CITY, NV"
Carson City,NV,32510,99.9,2019,"Carson City, NV"
CARSON CITY,NV,32510,95.9,2020,"CARSON CITY, NV"
Belknap,NH,33001,72.4,2006,"Belknap, NH"
Belknap,NH,33001,76.7,2007,"Belknap, NH"
Belknap,NH,33001,84.7,2008,"Belknap, NH"
Belknap,NH,33001,92.8,2009,"Belknap, NH"
Belknap,NH,33001,91.6,2010,"Belknap, NH"
Belknap,NH,33001,88.8,2011,"Belknap, NH"
Belknap,NH,33001,93.4,2012,"Belknap, NH"
Belknap,NH,33001,91.6,2013,"Belknap, NH"
Belknap,NH,33001,87,2014,"Belknap, NH"
Belknap,NH,33001,82.2,2015,"Belknap, NH"
Belknap,NH,33001,68.6,2016,"Belknap, NH"
BELKNAP,NH,33001,57.8,2017,"BELKNAP, NH"
BELKNAP,NH,33001,49.6,2018,"BELKNAP, NH"
BELKNAP,NH,33001,25.5,2020,"BELKNAP, NH"
Belknap ,NH,33001,25.3,2019,"Belknap , NH"
Carroll,NH,33003,64,2006,"Carroll, NH"
Carroll,NH,33003,71,2007,"Carroll, NH"
Carroll,NH,33003,77.4,2008,"Carroll, NH"
Carroll,NH,33003,76.4,2009,"Carroll, NH"
Carroll,NH,33003,79,2010,"Carroll, NH"
Carroll,NH,33003,82.7,2011,"Carroll, NH"
Carroll,NH,33003,96,2012,"Carroll, NH"
Carroll,NH,33003,94.1,2013,"Carroll, NH"
Carroll,NH,33003,90,2014,"Carroll, NH"
Carroll,NH,33003,85.1,2015,"Carroll, NH"
Carroll,NH,33003,75.1,2016,"Carroll, NH"
CARROLL,NH,33003,64.8,2017,"CARROLL, NH"
CARROLL,NH,33003,56.1,2018,"CARROLL, NH"
CARROLL,NH,33003,51.4,2020,"CARROLL, NH"
Carroll ,NH,33003,53.1,2019,"Carroll , NH"
Cheshire,NH,33005,71.6,2006,"Cheshire, NH"
Cheshire,NH,33005,84.6,2007,"Cheshire, NH"
Cheshire,NH,33005,91,2008,"Cheshire, NH"
Cheshire,NH,33005,86,2009,"Cheshire, NH"
Cheshire,NH,33005,82.8,2010,"Cheshire, NH"
Cheshire,NH,33005,78.5,2011,"Cheshire, NH"
Cheshire,NH,33005,84.8,2012,"Cheshire, NH"
Cheshire,NH,33005,84.4,2013,"Cheshire, NH"
Cheshire,NH,33005,79.2,2014,"Cheshire, NH"
Cheshire,NH,33005,74.2,2015,"Cheshire, NH"
Cheshire,NH,33005,65.1,2016,"Cheshire, NH"
CHESHIRE,NH,33005,53.4,2017,"CHESHIRE, NH"
CHESHIRE,NH,33005,45.2,2018,"CHESHIRE, NH"
CHESHIRE,NH,33005,26.8,2020,"CHESHIRE, NH"
Cheshire ,NH,33005,29.4,2019,"Cheshire , NH"
Coos,NH,33007,75.9,2006,"Coos, NH"
Coos,NH,33007,76.1,2007,"Coos, NH"
Coos,NH,33007,79.8,2008,"Coos, NH"
Coos,NH,33007,81.3,2009,"Coos, NH"
Coos,NH,33007,81.5,2010,"Coos, NH"
Coos,NH,33007,77.4,2011,"Coos, NH"
Coos,NH,33007,93.3,2012,"Coos, NH"
Coos,NH,33007,97,2013,"Coos, NH"
Coos,NH,33007,93.9,2014,"Coos, NH"
Coos,NH,33007,87.2,2015,"Coos, NH"
Coos,NH,33007,70.8,2016,"Coos, NH"
COOS,NH,33007,57.8,2017,"COOS, NH"
COOS,NH,33007,50.5,2018,"COOS, NH"
COOS,NH,33007,41.6,2020,"COOS, NH"
Coos ,NH,33007,44.6,2019,"Coos , NH"
Grafton,NH,33009,80,2006,"Grafton, NH"
Grafton,NH,33009,86.6,2007,"Grafton, NH"
Grafton,NH,33009,86.9,2008,"Grafton, NH"
Grafton,NH,33009,83.1,2009,"Grafton, NH"
Grafton,NH,33009,85.2,2010,"Grafton, NH"
Grafton,NH,33009,84.1,2011,"Grafton, NH"
Grafton,NH,33009,94,2012,"Grafton, NH"
Grafton,NH,33009,91.7,2013,"Grafton, NH"
Grafton,NH,33009,87.1,2014,"Grafton, NH"
Grafton,NH,33009,79.5,2015,"Grafton, NH"
Grafton,NH,33009,67.8,2016,"Grafton, NH"
GRAFTON,NH,33009,54.9,2017,"GRAFTON, NH"
GRAFTON,NH,33009,48.2,2018,"GRAFTON, NH"
GRAFTON,NH,33009,55.7,2020,"GRAFTON, NH"
Grafton ,NH,33009,61.1,2019,"Grafton , NH"
Hillsborough,NH,33011,71.7,2006,"Hillsborough, NH"
Hillsborough,NH,33011,74.4,2007,"Hillsborough, NH"
Hillsborough,NH,33011,75.1,2008,"Hillsborough, NH"
Hillsborough,NH,33011,75.5,2009,"Hillsborough, NH"
Hillsborough,NH,33011,74.3,2010,"Hillsborough, NH"
Hillsborough,NH,33011,74.7,2011,"Hillsborough, NH"
Hillsborough,NH,33011,75.3,2012,"Hillsborough, NH"
Hillsborough,NH,33011,72,2013,"Hillsborough, NH"
Hillsborough,NH,33011,70.1,2014,"Hillsborough, NH"
Hillsborough,NH,33011,64.9,2015,"Hillsborough, NH"
Hillsborough,NH,33011,54.6,2016,"Hillsborough, NH"
HILLSBOROUGH,NH,33011,43.5,2017,"HILLSBOROUGH, NH"
HILLSBOROUGH,NH,33011,38.7,2018,"HILLSBOROUGH, NH"
HILLSBOROUGH,NH,33011,32.3,2020,"HILLSBOROUGH, NH"
Hillsborough ,NH,33011,35.5,2019,"Hillsborough , NH"
Merrimack,NH,33013,89.2,2006,"Merrimack, NH"
Merrimack,NH,33013,87.4,2007,"Merrimack, NH"
Merrimack,NH,33013,90.1,2008,"Merrimack, NH"
Merrimack,NH,33013,90.7,2009,"Merrimack, NH"
Merrimack,NH,33013,91.3,2010,"Merrimack, NH"
Merrimack,NH,33013,87.9,2011,"Merrimack, NH"
Merrimack,NH,33013,90.3,2012,"Merrimack, NH"
Merrimack,NH,33013,90.4,2013,"Merrimack, NH"
Merrimack,NH,33013,90.4,2014,"Merrimack, NH"
Merrimack,NH,33013,86.1,2015,"Merrimack, NH"
Merrimack,NH,33013,73.7,2016,"Merrimack, NH"
MERRIMACK,NH,33013,59.5,2017,"MERRIMACK, NH"
MERRIMACK,NH,33013,52.1,2018,"MERRIMACK, NH"
MERRIMACK,NH,33013,46.7,2020,"MERRIMACK, NH"
Merrimack ,NH,33013,46.8,2019,"Merrimack , NH"
Rockingham,NH,33015,67.6,2006,"Rockingham, NH"
Rockingham,NH,33015,71.3,2007,"Rockingham, NH"
Rockingham,NH,33015,75.8,2008,"Rockingham, NH"
Rockingham,NH,33015,76.9,2009,"Rockingham, NH"
Rockingham,NH,33015,77,2010,"Rockingham, NH"
Rockingham,NH,33015,76.2,2011,"Rockingham, NH"
Rockingham,NH,33015,77,2012,"Rockingham, NH"
Rockingham,NH,33015,76.3,2013,"Rockingham, NH"
Rockingham,NH,33015,76,2014,"Rockingham, NH"
Rockingham,NH,33015,71.9,2015,"Rockingham, NH"
Rockingham,NH,33015,63.1,2016,"Rockingham, NH"
ROCKINGHAM,NH,33015,52.9,2017,"ROCKINGHAM, NH"
ROCKINGHAM,NH,33015,47.3,2018,"ROCKINGHAM, NH"
ROCKINGHAM,NH,33015,27.8,2020,"ROCKINGHAM, NH"
Rockingham ,NH,33015,29.1,2019,"Rockingham , NH"
Strafford,NH,33017,94,2006,"Strafford, NH"
Strafford,NH,33017,98.5,2007,"Strafford, NH"
Strafford,NH,33017,104.2,2008,"Strafford, NH"
Strafford,NH,33017,99.6,2009,"Strafford, NH"
Strafford,NH,33017,103.3,2010,"Strafford, NH"
Strafford,NH,33017,105.2,2011,"Strafford, NH"
Strafford,NH,33017,102,2012,"Strafford, NH"
Strafford,NH,33017,98.7,2013,"Strafford, NH"
Strafford,NH,33017,95,2014,"Strafford, NH"
Strafford,NH,33017,91.5,2015,"Strafford, NH"
Strafford,NH,33017,79.9,2016,"Strafford, NH"
STRAFFORD,NH,33017,64.4,2017,"STRAFFORD, NH"
STRAFFORD,NH,33017,55.2,2018,"STRAFFORD, NH"
STRAFFORD,NH,33017,40.8,2020,"STRAFFORD, NH"
Strafford ,NH,33017,49.7,2019,"Strafford , NH"
Sullivan,NH,33019,66.6,2006,"Sullivan, NH"
Sullivan,NH,33019,63,2007,"Sullivan, NH"
Sullivan,NH,33019,64.8,2008,"Sullivan, NH"
Sullivan,NH,33019,63,2009,"Sullivan, NH"
Sullivan,NH,33019,65.1,2010,"Sullivan, NH"
Sullivan,NH,33019,64.2,2011,"Sullivan, NH"
Sullivan,NH,33019,76.9,2012,"Sullivan, NH"
Sullivan,NH,33019,74.2,2013,"Sullivan, NH"
Sullivan,NH,33019,66.5,2014,"Sullivan, NH"
Sullivan,NH,33019,61.8,2015,"Sullivan, NH"
Sullivan,NH,33019,54.9,2016,"Sullivan, NH"
SULLIVAN,NH,33019,44.4,2017,"SULLIVAN, NH"
SULLIVAN,NH,33019,38.4,2018,"SULLIVAN, NH"
SULLIVAN,NH,33019,22.4,2020,"SULLIVAN, NH"
Sullivan ,NH,33019,24.2,2019,"Sullivan , NH"
Atlantic,NJ,34001,84.8,2006,"Atlantic, NJ"
Atlantic,NJ,34001,89.4,2007,"Atlantic, NJ"
Atlantic,NJ,34001,91,2008,"Atlantic, NJ"
Atlantic,NJ,34001,89,2009,"Atlantic, NJ"
Atlantic,NJ,34001,83.4,2010,"Atlantic, NJ"
Atlantic,NJ,34001,83.4,2011,"Atlantic, NJ"
Atlantic,NJ,34001,85.7,2012,"Atlantic, NJ"
Atlantic,NJ,34001,86.7,2013,"Atlantic, NJ"
Atlantic,NJ,34001,84.7,2014,"Atlantic, NJ"
Atlantic,NJ,34001,80.3,2015,"Atlantic, NJ"
Atlantic,NJ,34001,74.5,2016,"Atlantic, NJ"
ATLANTIC,NJ,34001,64.5,2017,"ATLANTIC, NJ"
ATLANTIC,NJ,34001,54.3,2018,"ATLANTIC, NJ"
ATLANTIC,NJ,34001,53.9,2020,"ATLANTIC, NJ"
Atlantic ,NJ,34001,57.9,2019,"Atlantic , NJ"
Bergen,NJ,34003,46.3,2006,"Bergen, NJ"
Bergen,NJ,34003,48,2007,"Bergen, NJ"
Bergen,NJ,34003,48.9,2008,"Bergen, NJ"
Bergen,NJ,34003,49.1,2009,"Bergen, NJ"
Bergen,NJ,34003,50,2010,"Bergen, NJ"
Bergen,NJ,34003,50.9,2011,"Bergen, NJ"
Bergen,NJ,34003,48.2,2012,"Bergen, NJ"
Bergen,NJ,34003,45.5,2013,"Bergen, NJ"
Bergen,NJ,34003,44.4,2014,"Bergen, NJ"
Bergen,NJ,34003,44.3,2015,"Bergen, NJ"
Bergen,NJ,34003,42.5,2016,"Bergen, NJ"
BERGEN,NJ,34003,36.9,2017,"BERGEN, NJ"
BERGEN,NJ,34003,32,2018,"BERGEN, NJ"
BERGEN,NJ,34003,27.2,2020,"BERGEN, NJ"
Bergen ,NJ,34003,30,2019,"Bergen , NJ"
Burlington,NJ,34005,59.3,2006,"Burlington, NJ"
Burlington,NJ,34005,63.1,2007,"Burlington, NJ"
Burlington,NJ,34005,67.3,2008,"Burlington, NJ"
Burlington,NJ,34005,71.1,2009,"Burlington, NJ"
Burlington,NJ,34005,72,2010,"Burlington, NJ"
Burlington,NJ,34005,72.2,2011,"Burlington, NJ"
Burlington,NJ,34005,72.4,2012,"Burlington, NJ"
Burlington,NJ,34005,74,2013,"Burlington, NJ"
Burlington,NJ,34005,73.9,2014,"Burlington, NJ"
Burlington,NJ,34005,73.4,2015,"Burlington, NJ"
Burlington,NJ,34005,69,2016,"Burlington, NJ"
BURLINGTON,NJ,34005,59.5,2017,"BURLINGTON, NJ"
BURLINGTON,NJ,34005,51.1,2018,"BURLINGTON, NJ"
BURLINGTON,NJ,34005,54.1,2020,"BURLINGTON, NJ"
Burlington ,NJ,34005,54.2,2019,"Burlington , NJ"
Camden,NJ,34007,85.3,2006,"Camden, NJ"
Camden,NJ,34007,89.8,2007,"Camden, NJ"
Camden,NJ,34007,94.2,2008,"Camden, NJ"
Camden,NJ,34007,92.1,2009,"Camden, NJ"
Camden,NJ,34007,91.8,2010,"Camden, NJ"
Camden,NJ,34007,90,2011,"Camden, NJ"
Camden,NJ,34007,92.9,2012,"Camden, NJ"
Camden,NJ,34007,92.9,2013,"Camden, NJ"
Camden,NJ,34007,90.8,2014,"Camden, NJ"
Camden,NJ,34007,87.9,2015,"Camden, NJ"
Camden,NJ,34007,84.8,2016,"Camden, NJ"
CAMDEN,NJ,34007,71.9,2017,"CAMDEN, NJ"
CAMDEN,NJ,34007,61.5,2018,"CAMDEN, NJ"
CAMDEN,NJ,34007,61.1,2020,"CAMDEN, NJ"
Camden ,NJ,34007,64.3,2019,"Camden , NJ"
Cape May,NJ,34009,93.1,2006,"Cape May, NJ"
Cape May,NJ,34009,105.5,2007,"Cape May, NJ"
Cape May,NJ,34009,107,2008,"Cape May, NJ"
Cape May,NJ,34009,102.7,2009,"Cape May, NJ"
Cape May,NJ,34009,101.6,2010,"Cape May, NJ"
Cape May,NJ,34009,98.6,2011,"Cape May, NJ"
Cape May,NJ,34009,101.1,2012,"Cape May, NJ"
Cape May,NJ,34009,98.6,2013,"Cape May, NJ"
Cape May,NJ,34009,96.8,2014,"Cape May, NJ"
Cape May,NJ,34009,95.3,2015,"Cape May, NJ"
Cape May,NJ,34009,88.2,2016,"Cape May, NJ"
CAPE MAY,NJ,34009,76.2,2017,"CAPE MAY, NJ"
CAPE MAY,NJ,34009,64.7,2018,"CAPE MAY, NJ"
CAPE MAY,NJ,34009,26.6,2020,"CAPE MAY, NJ"
Cape May ,NJ,34009,35.7,2019,"Cape May , NJ"
Cumberland,NJ,34011,85.2,2006,"Cumberland, NJ"
Cumberland,NJ,34011,89.7,2007,"Cumberland, NJ"
Cumberland,NJ,34011,90,2008,"Cumberland, NJ"
Cumberland,NJ,34011,91.9,2009,"Cumberland, NJ"
Cumberland,NJ,34011,93.1,2010,"Cumberland, NJ"
Cumberland,NJ,34011,95.4,2011,"Cumberland, NJ"
Cumberland,NJ,34011,100.7,2012,"Cumberland, NJ"
Cumberland,NJ,34011,105.4,2013,"Cumberland, NJ"
Cumberland,NJ,34011,98,2014,"Cumberland, NJ"
Cumberland,NJ,34011,98.3,2015,"Cumberland, NJ"
Cumberland,NJ,34011,91.7,2016,"Cumberland, NJ"
CUMBERLAND,NJ,34011,78.2,2017,"CUMBERLAND, NJ"
CUMBERLAND,NJ,34011,68.7,2018,"CUMBERLAND, NJ"
CUMBERLAND,NJ,34011,36.7,2020,"CUMBERLAND, NJ"
Cumberland ,NJ,34011,39.5,2019,"Cumberland , NJ"
Essex,NJ,34013,42.5,2006,"Essex, NJ"
Essex,NJ,34013,42.9,2007,"Essex, NJ"
Essex,NJ,34013,45.6,2008,"Essex, NJ"
Essex,NJ,34013,43,2009,"Essex, NJ"
Essex,NJ,34013,44.1,2010,"Essex, NJ"
Essex,NJ,34013,44.6,2011,"Essex, NJ"
Essex,NJ,34013,43.7,2012,"Essex, NJ"
Essex,NJ,34013,42,2013,"Essex, NJ"
Essex,NJ,34013,43,2014,"Essex, NJ"
Essex,NJ,34013,42.4,2015,"Essex, NJ"
Essex,NJ,34013,39.6,2016,"Essex, NJ"
ESSEX,NJ,34013,33.5,2017,"ESSEX, NJ"
ESSEX,NJ,34013,29.3,2018,"ESSEX, NJ"
ESSEX,NJ,34013,30.2,2020,"ESSEX, NJ"
Essex ,NJ,34013,34.2,2019,"Essex , NJ"
Gloucester,NJ,34015,83,2006,"Gloucester, NJ"
Gloucester,NJ,34015,86,2007,"Gloucester, NJ"
Gloucester,NJ,34015,86.4,2008,"Gloucester, NJ"
Gloucester,NJ,34015,83.8,2009,"Gloucester, NJ"
Gloucester,NJ,34015,84.2,2010,"Gloucester, NJ"
Gloucester,NJ,34015,85.7,2011,"Gloucester, NJ"
Gloucester,NJ,34015,87.1,2012,"Gloucester, NJ"
Gloucester,NJ,34015,85.5,2013,"Gloucester, NJ"
Gloucester,NJ,34015,85.8,2014,"Gloucester, NJ"
Gloucester,NJ,34015,82.8,2015,"Gloucester, NJ"
Gloucester,NJ,34015,78.6,2016,"Gloucester, NJ"
GLOUCESTER,NJ,34015,68.3,2017,"GLOUCESTER, NJ"
GLOUCESTER,NJ,34015,58.3,2018,"GLOUCESTER, NJ"
GLOUCESTER,NJ,34015,36,2020,"GLOUCESTER, NJ"
Gloucester ,NJ,34015,41.9,2019,"Gloucester , NJ"
Hudson,NJ,34017,36.8,2006,"Hudson, NJ"
Hudson,NJ,34017,37.9,2007,"Hudson, NJ"
Hudson,NJ,34017,38.9,2008,"Hudson, NJ"
Hudson,NJ,34017,39.4,2009,"Hudson, NJ"
Hudson,NJ,34017,40.6,2010,"Hudson, NJ"
Hudson,NJ,34017,40.9,2011,"Hudson, NJ"
Hudson,NJ,34017,37.7,2012,"Hudson, NJ"
Hudson,NJ,34017,37,2013,"Hudson, NJ"
Hudson,NJ,34017,38.6,2014,"Hudson, NJ"
Hudson,NJ,34017,38.3,2015,"Hudson, NJ"
Hudson,NJ,34017,36.9,2016,"Hudson, NJ"
HUDSON,NJ,34017,32.1,2017,"HUDSON, NJ"
HUDSON,NJ,34017,28,2018,"HUDSON, NJ"
HUDSON,NJ,34017,18.9,2020,"HUDSON, NJ"
Hudson ,NJ,34017,20.2,2019,"Hudson , NJ"
Hunterdon,NJ,34019,35.6,2006,"Hunterdon, NJ"
Hunterdon,NJ,34019,39.5,2007,"Hunterdon, NJ"
Hunterdon,NJ,34019,42.5,2008,"Hunterdon, NJ"
Hunterdon,NJ,34019,41.2,2009,"Hunterdon, NJ"
Hunterdon,NJ,34019,48.6,2010,"Hunterdon, NJ"
Hunterdon,NJ,34019,48.6,2011,"Hunterdon, NJ"
Hunterdon,NJ,34019,50.1,2012,"Hunterdon, NJ"
Hunterdon,NJ,34019,47.5,2013,"Hunterdon, NJ"
Hunterdon,NJ,34019,46.3,2014,"Hunterdon, NJ"
Hunterdon,NJ,34019,45,2015,"Hunterdon, NJ"
Hunterdon,NJ,34019,42.8,2016,"Hunterdon, NJ"
HUNTERDON,NJ,34019,34.9,2017,"HUNTERDON, NJ"
HUNTERDON,NJ,34019,32.1,2018,"HUNTERDON, NJ"
HUNTERDON,NJ,34019,20.4,2020,"HUNTERDON, NJ"
Hunterdon ,NJ,34019,22.9,2019,"Hunterdon , NJ"
Mercer,NJ,34021,54.3,2006,"Mercer, NJ"
Mercer,NJ,34021,57,2007,"Mercer, NJ"
Mercer,NJ,34021,59.3,2008,"Mercer, NJ"
Mercer,NJ,34021,58.6,2009,"Mercer, NJ"
Mercer,NJ,34021,59.3,2010,"Mercer, NJ"
Mercer,NJ,34021,59.9,2011,"Mercer, NJ"
Mercer,NJ,34021,60.3,2012,"Mercer, NJ"
Mercer,NJ,34021,59.8,2013,"Mercer, NJ"
Mercer,NJ,34021,59.6,2014,"Mercer, NJ"
Mercer,NJ,34021,59.1,2015,"Mercer, NJ"
Mercer,NJ,34021,54.1,2016,"Mercer, NJ"
MERCER,NJ,34021,46.5,2017,"MERCER, NJ"
MERCER,NJ,34021,42.4,2018,"MERCER, NJ"
MERCER,NJ,34021,34,2020,"MERCER, NJ"
Mercer ,NJ,34021,38.2,2019,"Mercer , NJ"
Middlesex,NJ,34023,45.7,2006,"Middlesex, NJ"
Middlesex,NJ,34023,47.6,2007,"Middlesex, NJ"
Middlesex,NJ,34023,49.6,2008,"Middlesex, NJ"
Middlesex,NJ,34023,52.4,2009,"Middlesex, NJ"
Middlesex,NJ,34023,55.9,2010,"Middlesex, NJ"
Middlesex,NJ,34023,55.9,2011,"Middlesex, NJ"
Middlesex,NJ,34023,51.5,2012,"Middlesex, NJ"
Middlesex,NJ,34023,47.7,2013,"Middlesex, NJ"
Middlesex,NJ,34023,45.8,2014,"Middlesex, NJ"
Middlesex,NJ,34023,44.4,2015,"Middlesex, NJ"
Middlesex,NJ,34023,41.4,2016,"Middlesex, NJ"
MIDDLESEX,NJ,34023,37.4,2017,"MIDDLESEX, NJ"
MIDDLESEX,NJ,34023,32.6,2018,"MIDDLESEX, NJ"
MIDDLESEX,NJ,34023,27.7,2020,"MIDDLESEX, NJ"
Middlesex ,NJ,34023,31.1,2019,"Middlesex , NJ"
Monmouth,NJ,34025,59.9,2006,"Monmouth, NJ"
Monmouth,NJ,34025,63.3,2007,"Monmouth, NJ"
Monmouth,NJ,34025,65.4,2008,"Monmouth, NJ"
Monmouth,NJ,34025,67,2009,"Monmouth, NJ"
Monmouth,NJ,34025,68.6,2010,"Monmouth, NJ"
Monmouth,NJ,34025,71,2011,"Monmouth, NJ"
Monmouth,NJ,34025,66.9,2012,"Monmouth, NJ"
Monmouth,NJ,34025,63.5,2013,"Monmouth, NJ"
Monmouth,NJ,34025,61.8,2014,"Monmouth, NJ"
Monmouth,NJ,34025,59.3,2015,"Monmouth, NJ"
Monmouth,NJ,34025,55.1,2016,"Monmouth, NJ"
MONMOUTH,NJ,34025,46.7,2017,"MONMOUTH, NJ"
MONMOUTH,NJ,34025,41,2018,"MONMOUTH, NJ"
MONMOUTH,NJ,34025,38.6,2020,"MONMOUTH, NJ"
Monmouth ,NJ,34025,40.9,2019,"Monmouth , NJ"
Morris,NJ,34027,47.2,2006,"Morris, NJ"
Morris,NJ,34027,48.5,2007,"Morris, NJ"
Morris,NJ,34027,51.3,2008,"Morris, NJ"
Morris,NJ,34027,51.8,2009,"Morris, NJ"
Morris,NJ,34027,51.7,2010,"Morris, NJ"
Morris,NJ,34027,52.1,2011,"Morris, NJ"
Morris,NJ,34027,49.2,2012,"Morris, NJ"
Morris,NJ,34027,47.2,2013,"Morris, NJ"
Morris,NJ,34027,45.9,2014,"Morris, NJ"
Morris,NJ,34027,45.2,2015,"Morris, NJ"
Morris,NJ,34027,42.3,2016,"Morris, NJ"
MORRIS,NJ,34027,35.6,2017,"MORRIS, NJ"
MORRIS,NJ,34027,30.4,2018,"MORRIS, NJ"
MORRIS,NJ,34027,32.3,2020,"MORRIS, NJ"
Morris ,NJ,34027,36.1,2019,"Morris , NJ"
Ocean,NJ,34029,74.1,2006,"Ocean, NJ"
Ocean,NJ,34029,78.1,2007,"Ocean, NJ"
Ocean,NJ,34029,81.4,2008,"Ocean, NJ"
Ocean,NJ,34029,82.9,2009,"Ocean, NJ"
Ocean,NJ,34029,85.1,2010,"Ocean, NJ"
Ocean,NJ,34029,84.9,2011,"Ocean, NJ"
Ocean,NJ,34029,81.9,2012,"Ocean, NJ"
Ocean,NJ,34029,77.8,2013,"Ocean, NJ"
Ocean,NJ,34029,72.6,2014,"Ocean, NJ"
Ocean,NJ,34029,70.6,2015,"Ocean, NJ"
Ocean,NJ,34029,66.5,2016,"Ocean, NJ"
OCEAN,NJ,34029,56,2017,"OCEAN, NJ"
OCEAN,NJ,34029,48,2018,"OCEAN, NJ"
OCEAN,NJ,34029,20.2,2020,"OCEAN, NJ"
Ocean ,NJ,34029,23.6,2019,"Ocean , NJ"
Passaic,NJ,34031,43.6,2006,"Passaic, NJ"
Passaic,NJ,34031,45.4,2007,"Passaic, NJ"
Passaic,NJ,34031,48.8,2008,"Passaic, NJ"
Passaic,NJ,34031,50.4,2009,"Passaic, NJ"
Passaic,NJ,34031,51.3,2010,"Passaic, NJ"
Passaic,NJ,34031,51.9,2011,"Passaic, NJ"
Passaic,NJ,34031,50.5,2012,"Passaic, NJ"
Passaic,NJ,34031,49.3,2013,"Passaic, NJ"
Passaic,NJ,34031,50.8,2014,"Passaic, NJ"
Passaic,NJ,34031,50.6,2015,"Passaic, NJ"
Passaic,NJ,34031,45.9,2016,"Passaic, NJ"
PASSAIC,NJ,34031,38.7,2017,"PASSAIC, NJ"
PASSAIC,NJ,34031,32.5,2018,"PASSAIC, NJ"
PASSAIC,NJ,34031,28.5,2020,"PASSAIC, NJ"
Passaic ,NJ,34031,32.1,2019,"Passaic , NJ"
Salem,NJ,34033,74.6,2006,"Salem, NJ"
Salem,NJ,34033,77.4,2007,"Salem, NJ"
Salem,NJ,34033,77.7,2008,"Salem, NJ"
Salem,NJ,34033,80.8,2009,"Salem, NJ"
Salem,NJ,34033,80.6,2010,"Salem, NJ"
